formula,MASS_MEAN,MASS_STD,MASS_MIN,ATOMIC_RADII_MEAN,ATOMIC_RADII_STD,ATOMIC_RADII_MAX,ELECTRON_NEG_MEAN,ELECTRON_NEG_MIN,IONIZATION_ENERGIES_MEAN,IONIZATION_ENERGIES_STD,IONIZATION_ENERGIES_MIN,ELECTRON_AFFINITIES_MEAN,ELECTRON_AFFINITIES_STD,ELECTRON_AFFINITIES_MIN,IONIC_RADII_MEAN,IONIC_RADII_STD,IONIC_RADII_MIN,VALENCE_MEAN,VALENCE_STD,VALENCE_MIN,VALENCE_MODE,SHELL_STD,SHELL_MAX,SHELL_MODE,S_E_MEAN,S_E_STD,S_E_MAX,P_E_MEAN,P_E_MIN,BLOCK_MEAN,BLOCK_STD,BLOCK_MAX,S_UNFILLED_MEAN,S_UNFILLED_STD,S_UNFILLED_MODE,P_UNFILLED_MEAN,P_UNFILLED_STD,P_UNFILLED_MIN,P_UNFILLED_MODE,D_UNFILLED_MEAN,D_UNFILLED_STD,D_UNFILLED_MIN,D_UNFILLED_MODE,MAX_OXIDATION_STATE_MEAN,MAX_OXIDATION_STATE_STD,MAX_OXIDATION_STATE_MAX,MAX_OXIDATION_STATE_MIN,MELTING_POINT_MEAN,MELTING_POINT_STD,MELTING_POINT_MAX,MENDELEEV_NO_MEAN,MENDELEEV_NO_MAX,MENDELEEV_NO_MODE,MOLAR_VOLUME_MIN,MOLAR_VOLUME_MODE,BOILING_POINT_RANGE,ELEMENT_NUM,L2_NORM,N_ATOMS,SPACE_GROUP,GAMMA,A,C,VOLUME_PER_ATOM,DENSITY,DISTANCE_STD,DISTANCE_MAX
GeMg5_155.vasp,32.360836,18.01339,24.305,1.4583334,0.0931695,1.5,1.4266666,1.31,15.185161,0.3351641,15.035271,-0.14455391,0.61591613,-0.42,0.845,0.03354103,0.77,2.0,0.0,2.0,2.0,0.37267798,4.0,3.0,2.0,0.0,2.0,0.33333334,0.0,0.16666667,0.37267798,1.0,0.0,0.0,0.0,0.6666667,1.4907119,0.0,0.0,0.0,0.0,0.0,0.0,2.3333333,0.745356,4.0,2.0,971.06665,107.48034,1211.4,74.833336,84.0,73.0,13.63,14.0,1730.0,2.0,0.8498366,6.0,155.0,53.986958,5.964109,5.964109,21.490095,2.5005207,0.0024015433,3.1070755
GeMg6Sn2_164.vasp,50.654446,39.316723,24.305,1.4611111,0.077379934,1.5,1.5322223,1.31,15.04582,0.35454842,14.63307,0.10409077,0.7419027,-0.42,0.84333336,0.028674431,0.77,2.0,0.0,2.0,2.0,0.8314794,5.0,3.0,2.0,0.0,2.0,0.6666667,0.0,0.33333334,0.47140452,1.0,0.0,0.0,0.0,1.3333334,1.8856181,0.0,0.0,0.0,0.0,0.0,0.0,2.6666667,0.94280905,4.0,2.0,862.17334,210.60492,1211.4,76.44444,84.0,73.0,13.63,14.0,1730.0,3.0,0.71145827,9.0,164.0,120.0,4.6918035,11.465656,24.2866,3.4633784,0.058404855,2.8818612
GeMgP2_115.vasp,39.72313,19.19858,24.305,1.1875,0.20728905,1.5,1.9250001,1.31,17.627216,2.1657426,15.035271,0.57647264,0.6085746,-0.42,0.6825,0.1362672,0.55,2.5,0.5,2.0,2.0,0.4330127,4.0,3.0,2.0,0.0,2.0,2.0,0.0,0.75,0.4330127,1.0,0.0,0.0,0.0,2.5,1.5,0.0,3.0,0.0,0.0,0.0,0.0,4.0,1.2247449,5.0,2.0,692.25,388.56702,1211.4,84.25,90.0,90.0,13.63,17.02,2543.0,3.0,0.61237246,4.0,115.0,90.0,3.852625,5.9070563,21.919195,3.0093172,0.05975344,2.4979126
GeMgRh2_225.vasp,75.688995,32.13677,24.305,1.3625,0.08926786,1.5,1.97,1.31,16.78247,1.335921,15.035271,0.7746151,0.6906847,-0.42,0.78,0.047302224,0.745,1.0,1.0,0.0,0.0,0.8291562,5.0,5.0,1.5,0.5,2.0,0.5,0.0,1.25,0.8291562,2.0,0.5,0.5,0.0,1.0,1.7320508,0.0,0.0,1.0,1.0,0.0,0.0,4.5,1.6583124,6.0,2.0,1652.1,593.7211,2237.0,71.75,84.0,65.0,8.28,8.28,2605.0,3.0,0.61237246,4.0,225.0,59.99981,4.2809033,4.2809033,13.868496,9.062593,3.499097e-06,2.6215017
GeMn2Ru_216.vasp,70.89652,18.860172,54.938046,1.3375001,0.064951904,1.4,1.8274999,1.55,15.993649,0.45851102,15.63999,0.30976474,0.83237475,-0.52,0.68191665,0.05111717,0.6483333,3.0,2.1213202,0.0,5.0,0.4330127,5.0,4.0,1.75,0.4330127,2.0,0.5,0.0,1.75,0.4330127,2.0,0.25,0.4330127,0.0,1.0,1.7320508,0.0,0.0,3.25,2.046338,0.0,5.0,6.5,1.5,8.0,4.0,1714.1,530.59064,2607.0,66.5,84.0,60.0,7.35,7.35,2089.0,3.0,0.61237246,4.0,216.0,60.0,4.2485747,4.2485747,13.556725,8.683989,2.220446e-16,2.60171
GeMn2SiY_107.vasp,59.90149,20.322655,28.0855,1.39,0.23323806,1.8,1.6459999,1.22,15.156807,1.4892572,12.2236,0.37786353,0.82115513,-0.52,0.7293333,0.17154396,0.54,3.0,1.67332,1.0,2.0,0.6324555,5.0,4.0,2.0,0.0,2.0,0.8,0.0,1.6,0.48989797,2.0,0.0,0.0,0.0,1.6,1.9595919,0.0,0.0,3.8,3.4292855,0.0,0.0,5.0,1.67332,7.0,3.0,1547.08,198.64507,1799.0,62.8,85.0,60.0,7.35,7.35,1275.0,4.0,0.52915025,5.0,107.0,54.834915,5.999607,5.999607,16.258696,6.1178813,0.26684478,3.0392346
GeMn2Ta_225.vasp,90.866,52.50849,54.938046,1.375,0.07500001,1.45,1.6524999,1.5,15.853647,0.23335314,15.63999,0.1289491,0.72425586,-0.52,0.72166663,0.07543394,0.6483333,3.75,1.299038,2.0,5.0,0.8660254,6.0,4.0,2.0,0.0,2.0,0.5,0.0,1.75,0.4330127,2.0,0.0,0.0,0.0,1.0,1.7320508,0.0,0.0,4.25,2.58602,0.0,5.0,5.75,1.299038,7.0,4.0,1884.85,820.92535,3290.0,64.0,84.0,60.0,7.35,7.35,3397.0,3.0,0.61237246,4.0,225.0,60.0234,4.181031,4.1809435,12.9263315,11.672803,0.00067355076,2.5604773
GeMn2Ti_225.vasp,57.59577,9.152934,47.867,1.3625,0.0649519,1.4,1.6624999,1.54,15.197521,0.94416785,13.5755,0.06705536,0.71554387,-0.52,0.7295833,0.08622787,0.6483333,3.5,1.5,2.0,2.0,0.0,4.0,4.0,2.0,0.0,2.0,0.5,0.0,1.75,0.4330127,2.0,0.0,0.0,0.0,1.0,1.7320508,0.0,0.0,4.5,2.8722813,0.0,5.0,5.5,1.5,7.0,4.0,1547.6,259.53317,1941.0,63.75,84.0,60.0,7.35,7.35,1226.0,3.0,0.61237246,4.0,225.0,60.0,4.152118,4.152118,12.654184,7.5579767,0.0,2.5426428
GeMn2V_225.vasp,58.3644,8.401964,50.9415,1.35,0.061237235,1.4,1.685,1.55,15.462147,0.49302778,14.634,0.1800846,0.7431346,-0.52,0.7110416,0.06276437,0.6483333,3.75,1.299038,2.0,5.0,0.0,4.0,4.0,2.0,0.0,2.0,0.5,0.0,1.75,0.4330127,2.0,0.0,0.0,0.0,1.0,1.7320508,0.0,0.0,4.25,2.58602,0.0,5.0,5.75,1.299038,7.0,4.0,1608.1,354.87973,2183.0,64.5,84.0,60.0,7.35,7.35,1346.0,3.0,0.61237246,4.0,225.0,59.935562,4.0531883,4.049214,11.759272,8.241698,2.2616614e-05,2.4811842
GeMn3_225.vasp,59.363533,7.6651707,54.938046,1.3625,0.0649519,1.4,1.665,1.55,15.713644,0.12757443,15.63999,-0.08183089,0.7589311,-0.52,0.67875,0.052683216,0.6483333,4.25,1.299038,2.0,5.0,0.0,4.0,4.0,2.0,0.0,2.0,0.5,0.0,1.75,0.4330127,2.0,0.0,0.0,0.0,1.0,1.7320508,0.0,0.0,3.75,2.1650636,0.0,5.0,6.25,1.299038,7.0,4.0,1442.1,133.1947,1519.0,66.0,84.0,60.0,7.35,7.35,759.0,2.0,0.7905694,4.0,225.0,60.0,4.0763764,4.0763764,11.974236,8.232298,3.3283561e-06,2.496257
GeMnNi2_225.vasp,61.24121,6.7573094,54.938046,1.3375,0.054486234,1.4,1.845,1.55,16.97807,1.1953164,15.63999,0.75674975,0.73777616,-0.52,0.7245833,0.045694873,0.6483333,5.75,2.4874685,2.0,8.0,0.0,4.0,4.0,2.0,0.0,2.0,0.5,0.0,1.75,0.4330127,2.0,0.0,0.0,0.0,1.0,1.7320508,0.0,0.0,2.25,1.7853571,0.0,2.0,4.75,1.299038,7.0,4.0,1546.6,211.50218,1728.0,69.5,84.0,67.0,6.59,6.59,852.0,3.0,0.61237246,4.0,225.0,60.0,4.1007257,4.1007257,12.190098,8.342298,2.220446e-16,2.5111713
GeMnNi_216.vasp,62.090485,7.6155505,54.938046,1.3333334,0.06236095,1.4,1.8233334,1.55,16.581146,1.1290927,15.63999,0.6232792,0.8090081,-0.52,0.71944445,0.051753215,0.6483333,5.0,2.4494898,2.0,2.0,0.0,4.0,4.0,2.0,0.0,2.0,0.6666667,0.0,1.6666666,0.4714045,2.0,0.0,0.0,0.0,1.3333334,1.885618,0.0,0.0,2.3333333,2.0548048,0.0,0.0,5.0,1.4142135,7.0,4.0,1486.1333,212.17767,1728.0,70.333336,84.0,60.0,6.59,6.59,852.0,3.0,0.57735026,3.0,216.0,60.0,3.9432375,3.9432375,14.45182,7.134303,5.733167e-16,2.41473
GeMnPd2_225.vasp,85.10451,22.215307,54.938046,1.3625001,0.0649519,1.4,1.99,1.55,17.60865,1.8243263,15.63999,0.4592397,0.62815046,-0.52,0.77770835,0.08092161,0.6483333,6.75,3.4186985,2.0,10.0,0.5,5.0,4.0,1.0,1.0,2.0,0.5,0.0,1.75,0.4330127,2.0,0.0,0.0,0.0,1.0,1.7320508,0.0,0.0,1.25,2.1650636,0.0,0.0,4.75,1.299038,7.0,4.0,1596.625,255.70444,1828.05,70.5,84.0,69.0,7.35,8.56,902.0,3.0,0.61237246,4.0,225.0,60.0,4.3999166,4.3999166,15.057692,9.385195,4.440892e-16,2.6943877
GeMnRh2_225.vasp,83.34726,20.535206,54.938046,1.3375,0.054486234,1.4,2.03,1.55,16.933651,1.1510726,15.63999,0.7496151,0.7339285,-0.52,0.7270833,0.046597797,0.6483333,1.75,2.046338,0.0,0.0,0.5,5.0,4.0,1.5,0.5,2.0,0.5,0.0,1.75,0.4330127,2.0,0.5,0.5,0.0,1.0,1.7320508,0.0,0.0,2.25,1.7853571,0.0,2.0,5.75,1.0897248,7.0,4.0,1801.1,449.26163,2237.0,68.5,84.0,65.0,7.35,8.28,1634.0,3.0,0.61237246,4.0,225.0,59.999992,4.27171,4.2717094,13.779393,10.044085,3.1401849000000005e-16,2.6158764
GeMnRu2_225.vasp,82.42951,19.663105,54.938046,1.3125,0.054486234,1.4,1.99,1.55,16.273651,0.4973797,15.63999,0.70136034,0.7092423,-0.52,0.6850833,0.049298614,0.6483333,1.75,2.046338,0.0,0.0,0.5,5.0,4.0,1.5,0.5,2.0,0.5,0.0,1.75,0.4330127,2.0,0.5,0.5,0.0,1.0,1.7320508,0.0,0.0,2.75,1.7853571,0.0,3.0,6.75,1.6393596,8.0,4.0,1986.1,630.3523,2607.0,67.0,84.0,62.0,7.35,8.17,2089.0,3.0,0.61237246,4.0,225.0,60.0,4.223689,4.223689,13.319898,10.276162,4.4799017e-06,2.5864708
GeMnTc2_225.vasp,80.894516,18.21449,54.938046,1.3375,0.054486234,1.4,1.8399999,1.55,15.523649,0.28348094,15.26,0.4541691,0.6273398,-0.52,0.72541666,0.04598272,0.6483333,4.25,1.299038,2.0,5.0,0.5,5.0,4.0,2.0,0.0,2.0,0.5,0.0,1.75,0.4330127,2.0,0.0,0.0,0.0,1.0,1.7320508,0.0,0.0,3.75,2.1650636,0.0,5.0,6.25,1.299038,7.0,4.0,1897.6,543.3939,2430.0,65.5,84.0,59.0,7.35,8.63,2204.0,3.0,0.61237246,4.0,225.0,60.0,4.2534485,4.2534485,13.603434,9.874602,3.8459253000000004e-16,2.6046946
GeMnTe2_123.vasp,95.69451,32.513535,54.938046,1.3625001,0.0649519,1.4,1.9399999,1.55,17.19365,1.4102024,15.63999,1.163607,1.0176773,-0.52,1.00125,0.29523385,0.6483333,3.75,1.0897248,2.0,4.0,0.5,5.0,4.0,2.0,0.0,2.0,2.5,0.0,1.25,0.4330127,2.0,0.0,0.0,0.0,2.0,1.4142135,0.0,2.0,1.25,2.1650636,0.0,0.0,5.75,1.0897248,7.0,4.0,1043.9299,339.1779,1519.0,82.0,92.0,92.0,7.35,20.46,1832.0,3.0,0.61237246,4.0,123.0,90.0,4.167517,5.949536,25.83318,6.1511774,0.0,2.9468796
GeMnTe4Tl2_121.vasp,130.84308,50.00946,54.938046,1.5062499,0.23242941,1.9,1.9,1.55,18.3539,1.6608285,15.63999,1.1545358,0.9265893,-0.52,1.1570833,0.2608779,0.6483333,3.125,1.4523687,1.0,4.0,0.70710677,6.0,5.0,2.0,0.0,2.0,2.5,0.0,1.125,0.3307189,2.0,0.0,0.0,0.0,2.75,1.6393596,0.0,2.0,0.625,1.6535946,0.0,0.0,5.125,1.4523687,7.0,3.0,846.88,314.64523,1519.0,83.5,92.0,92.0,7.35,20.46,1832.0,4.0,0.586302,8.0,121.0,120.38084,7.02265,7.02265,32.405964,6.7046313,0.35762662,3.491093
GeMo3Nb3Sn_146.vasp,94.736145,11.604834,72.64,1.4250001,0.066143796,1.45,1.90625,1.6,15.25096,0.8608344,14.32,0.9173697,0.16735706,0.74733,0.79812497,0.024614217,0.77,0.5,0.8660254,0.0,0.0,0.3307189,5.0,5.0,1.25,0.4330127,2.0,0.5,0.0,1.75,0.4330127,2.0,0.75,0.4330127,1.0,1.0,1.7320508,0.0,0.0,4.125,2.4206145,0.0,5.0,5.125,0.78062475,6.0,4.0,2331.81,871.19464,2896.0,61.75,84.0,53.0,9.38,9.38,2142.0,4.0,0.559017,8.0,146.0,89.89203,5.1497226,5.149722,17.071007,9.215219,0.14844884,2.880408
GeN2Zn_156.vasp,41.5156,27.62744,14.0067,0.975,0.32691744,1.35,2.435,1.65,23.275375,6.3664503,15.93461,0.1181691,0.6815122,-0.62,0.72749996,0.10497023,0.63,4.5,3.2015622,2.0,3.0,1.0,4.0,2.0,2.0,0.0,2.0,2.0,0.0,1.25,0.4330127,2.0,0.0,0.0,0.0,2.5,1.5,0.0,3.0,0.0,0.0,0.0,0.0,4.0,1.2247449,5.0,2.0,507.54504,480.84262,1211.4,90.0,100.0,100.0,9.16,13.54,3015.64,3.0,0.61237246,4.0,156.0,120.0,3.2135062,5.351012,11.963681,5.762296,0.09653753,1.9944346
GeNa2O6Te_146.vasp,34.221592,35.27052,15.9994,0.985,0.49600908,1.8,2.661,0.93,33.983406,9.613073,15.93461,1.3066037,0.4172685,0.54792625,1.1943333,0.1476787,0.77,3.2,1.2489996,1.0,4.0,1.0049876,5.0,2.0,1.8,0.4,2.0,3.0,0.0,0.8,0.4,1.0,0.2,0.4,0.0,1.8,1.0770329,0.0,2.0,0.0,0.0,0.0,0.0,2.4,1.4282856,6.0,1.0,300.46002,371.49332,1211.4,80.4,101.0,101.0,13.63,17.36,3002.8,4.0,0.6480741,10.0,146.0,49.659103,6.1708455,6.170846,12.553293,4.526804,0.15241182,2.322519
GeNa3_225.vasp,35.40233,21.499182,22.989769,1.6624999,0.23815696,1.8,1.2,0.93,39.448425,13.5757065,15.93461,0.7191138,0.2965055,0.54792625,1.0625,0.16887495,0.77,1.25,0.4330127,1.0,1.0,0.4330127,4.0,3.0,1.25,0.4330127,2.0,0.5,0.0,0.25,0.4330127,1.0,0.75,0.4330127,1.0,1.0,1.7320508,0.0,0.0,0.0,0.0,0.0,0.0,1.75,1.299038,4.0,1.0,581.0025,363.96017,1211.4,29.25,84.0,11.0,13.63,23.78,1937.0,2.0,0.7905694,4.0,225.0,60.0,5.250883,5.250883,25.59305,2.2969887,0.0,3.215496
GeNb3_221.vasp,87.83978,8.7755995,72.64,1.4000001,0.08660256,1.45,1.7025001,1.6,14.723652,0.6991469,14.32,0.9962243,0.13651566,0.917407,0.8075,0.02165064,0.77,0.5,0.8660254,0.0,0.0,0.4330127,5.0,5.0,1.25,0.4330127,2.0,0.5,0.0,1.75,0.4330127,2.0,0.75,0.4330127,1.0,1.0,1.7320508,0.0,0.0,4.5,2.598076,0.0,6.0,4.75,0.4330127,5.0,4.0,2365.35,666.23334,2750.0,60.75,84.0,53.0,10.83,10.83,1924.0,2.0,0.7905694,4.0,221.0,90.0,4.115285,4.115285,17.423676,8.3714485,0.0,2.909946
GeNb6Pt_200.vasp,103.14528,35.377094,72.64,1.4125,0.06959707,1.45,1.7362499,1.6,15.0518265,1.4274106,14.32,1.107778,0.39812064,0.917407,0.811875,0.016571345,0.77,0.25,0.6614378,0.0,0.0,0.5,6.0,5.0,1.125,0.3307189,2.0,0.25,0.0,1.875,0.3307189,2.0,0.875,0.3307189,1.0,0.5,1.3228756,0.0,0.0,4.625,2.3946555,0.0,6.0,5.0,0.5,6.0,4.0,2469.1,528.93353,2750.0,58.75,84.0,53.0,9.09,10.83,1924.0,3.0,0.77055174,8.0,200.0,90.0,5.193489,5.193489,17.510061,9.781621,0.133224,2.903509
GeNb6Si_200.vasp,82.27048,21.527576,28.0855,1.38125,0.124843664,1.45,1.68875,1.6,14.775057,0.7948599,14.32,1.0158299,0.174925,0.917407,0.77874994,0.091711156,0.54,0.5,0.8660254,0.0,0.0,0.69597054,5.0,5.0,1.25,0.4330127,2.0,0.5,0.0,1.75,0.4330127,2.0,0.75,0.4330127,1.0,1.0,1.7320508,0.0,0.0,4.5,2.598076,0.0,6.0,4.75,0.4330127,5.0,4.0,2424.8,575.67554,2750.0,60.875,85.0,53.0,10.83,10.83,1924.0,3.0,0.77055174,8.0,200.0,90.0,5.154024,5.154024,17.113913,7.982589,0.1514579,2.8913953
GeNb6Sn_200.vasp,93.59854,11.579725,72.64,1.4250001,0.066143796,1.45,1.69625,1.6,14.56096,0.5292077,14.32,0.9811486,0.114446856,0.917407,0.81499994,0.017320512,0.77,0.5,0.8660254,0.0,0.0,0.3307189,5.0,5.0,1.25,0.4330127,2.0,0.5,0.0,1.75,0.4330127,2.0,0.75,0.4330127,1.0,1.0,1.7320508,0.0,0.0,4.5,2.598076,0.0,6.0,4.75,0.4330127,5.0,4.0,2277.06,837.9721,2750.0,60.625,84.0,53.0,10.83,10.83,2142.0,3.0,0.77055174,8.0,200.0,90.0,5.257683,5.257683,18.167418,8.555097,0.17027354,2.9577284
GeNbRu2_225.vasp,91.9216,11.620417,72.64,1.325,0.07500003,1.45,2.0025,1.6,15.943653,0.9961397,14.32,1.0607121,0.112381876,0.917407,0.728,0.06929284,0.661,0.5,0.8660254,0.0,0.0,0.4330127,5.0,5.0,1.25,0.4330127,2.0,0.5,0.0,1.75,0.4330127,2.0,0.75,0.4330127,1.0,1.0,1.7320508,0.0,0.0,3.0,2.1213202,0.0,3.0,6.25,1.7853571,8.0,4.0,2293.85,627.6736,2750.0,65.25,84.0,62.0,8.17,8.17,1924.0,3.0,0.61237246,4.0,225.0,60.0,4.3771114,4.3771114,14.824766,10.296244,4.6426308e-06,2.6804225
GeNbTc2_225.vasp,90.3866,10.454889,72.64,1.35,0.0707107,1.45,1.8525,1.6,15.193653,0.5746938,14.32,0.8135208,0.2842842,0.552,0.7683333,0.031993918,0.7416667,3.0,2.1213202,0.0,5.0,0.4330127,5.0,5.0,1.75,0.4330127,2.0,0.5,0.0,1.75,0.4330127,2.0,0.25,0.4330127,0.0,1.0,1.7320508,0.0,0.0,4.0,2.345208,0.0,5.0,5.75,1.299038,7.0,4.0,2205.35,588.5396,2750.0,63.75,84.0,59.0,8.63,8.63,1924.0,3.0,0.61237246,4.0,225.0,60.0,4.4018645,4.4018645,15.077698,9.954469,4.668885e-06,2.6955805
GeNi2Zn_225.vasp,63.85895,5.7635765,58.6934,1.325,0.04330128,1.35,1.8699999,1.65,17.55917,0.941646,15.93461,0.7317497,0.7810417,-0.62,0.7825,0.057608586,0.74,7.0,3.0,2.0,8.0,0.0,4.0,4.0,2.0,0.0,2.0,0.5,0.0,1.75,0.4330127,2.0,0.0,0.0,0.0,1.0,1.7320508,0.0,0.0,1.0,1.0,0.0,0.0,3.5,0.8660254,4.0,2.0,1340.0199,429.14133,1728.0,73.5,84.0,67.0,6.59,6.59,2006.0,3.0,0.61237246,4.0,225.0,60.0,4.108908,4.108908,12.263216,8.64702,3.1401849000000005e-16,2.5161822
GeNi3_221.vasp,62.18005,6.0390544,58.6934,1.325,0.04330128,1.35,1.935,1.91,17.610281,0.9674492,15.93461,1.17604,0.03269902,1.1571612,0.7475,0.0129903685,0.74,6.5,2.598076,2.0,8.0,0.0,4.0,4.0,2.0,0.0,2.0,0.5,0.0,1.75,0.4330127,2.0,0.0,0.0,0.0,1.0,1.7320508,0.0,0.0,1.5,0.8660254,0.0,2.0,4.0,0.0,4.0,4.0,1598.85,223.69435,1728.0,71.25,84.0,67.0,6.59,6.59,93.0,2.0,0.7905694,4.0,221.0,90.0,3.5303352,3.5303352,10.999867,9.386696,3.1401849000000005e-16,2.4963229
GeNi4Pt5_123.vasp,128.28336,66.91701,58.6934,1.3400002,0.030000005,1.35,2.105,1.91,18.140995,0.7582254,15.93461,1.6486847,0.47689888,1.1571612,0.77549994,0.03069609,0.74,3.4,3.8,0.0,0.0,1.0,6.0,4.0,1.5,0.5,2.0,0.2,0.0,1.9,0.29999998,2.0,0.5,0.5,0.0,0.4,1.1999999,0.0,0.0,1.3,0.64031243,0.0,1.0,5.0,1.0,6.0,4.0,1833.04,254.48758,2041.4,69.2,84.0,68.0,6.59,9.09,1005.0,3.0,0.6480741,10.0,123.0,90.0,2.777185,17.862688,13.777057,15.461904,0.016046593,2.6658263
GeNi5Zn4_123.vasp,62.774303,4.5647254,58.6934,1.34,0.030000007,1.35,1.816,1.65,17.863636,0.65019137,15.93461,0.45384827,0.8770644,-0.62,0.799,0.066700816,0.74,8.2,2.2715633,2.0,8.0,0.0,4.0,4.0,2.0,0.0,2.0,0.2,0.0,1.9,0.29999998,2.0,0.0,0.0,0.0,0.4,1.1999999,0.0,0.0,1.0,1.0,0.0,0.0,3.2,0.97979593,4.0,2.0,1262.212,488.34833,1728.0,72.3,84.0,67.0,6.59,6.59,2006.0,3.0,0.6480741,10.0,123.0,90.0,2.894284,14.570792,12.205777,8.540151,0.007883218,2.5101206
GeNi6Si_123.vasp,56.61074,11.708177,28.0855,1.3062501,0.084548436,1.35,1.92125,1.9,17.661686,0.8844092,15.93461,1.1956456,0.07733476,1.1571612,0.71875,0.06827105,0.54,6.5,2.598076,2.0,8.0,0.3307189,4.0,4.0,2.0,0.0,2.0,0.5,0.0,1.75,0.4330127,2.0,0.0,0.0,0.0,1.0,1.7320508,0.0,0.0,1.5,0.8660254,0.0,2.0,4.0,0.0,4.0,4.0,1658.3,169.44461,1728.0,71.375,85.0,67.0,6.59,6.59,93.0,3.0,0.77055174,8.0,123.0,90.0,3.5004764,6.989038,10.704878,8.781449,0.015318214,2.4752107
GeO3Sr_221.vasp,41.651646,31.77257,15.9994,1.01,0.5553377,2.0,2.6560001,0.95,26.465649,10.71359,11.030276,1.1336117,0.54796195,0.052066,1.174,0.20333226,0.77,3.2,0.9797959,2.0,4.0,1.264911,5.0,2.0,2.0,0.0,2.0,2.8,0.0,0.8,0.40000004,1.0,0.0,0.0,0.0,2.0,1.264911,0.0,2.0,0.0,0.0,0.0,0.0,2.4,0.8,4.0,2.0,485.16,529.5466,1211.4,80.4,101.0,101.0,13.63,17.36,3002.8,3.0,0.66332495,5.0,221.0,90.0,3.85681,3.85681,11.473997,6.027906,0.3195086,2.7271764
GeO5Pb3_35.vasp,86.02634,87.39897,15.9994,1.0722222,0.55131716,1.8,2.911111,2.01,26.29308,9.873486,15.032499,1.0675963,0.50744766,0.3567212,1.1597222,0.1514075,0.77,3.1111112,0.993808,2.0,4.0,1.8324914,6.0,2.0,2.0,0.0,2.0,3.1111112,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.8888888,0.993808,2.0,2.0,0.0,0.0,0.0,0.0,2.8888888,0.993808,4.0,2.0,365.24777,389.30835,1211.4,92.77778,101.0,101.0,13.63,17.36,3002.8,3.0,0.6573422,9.0,35.0,90.84108,5.397632,5.500928,17.805462,8.022824,0.346565,2.5935185
GeO6Sr2Zr_225.vasp,43.510036,33.99642,15.9994,1.0400002,0.5752391,2.0,2.588,0.95,26.18519,11.017987,11.030276,1.053673,0.5847528,0.052066,1.183,0.18655026,0.77,3.2,0.97979593,2.0,4.0,1.3747727,5.0,2.0,2.0,0.0,2.0,2.6,0.0,0.9,0.53851646,2.0,0.0,0.0,0.0,1.6,1.2,0.0,2.0,0.8,2.3999999,0.0,0.0,2.4,0.8,4.0,2.0,576.81995,699.4054,2128.0,76.9,101.0,101.0,13.63,17.36,4591.8,4.0,0.6480741,10.0,225.0,60.0,5.675015,5.675015,12.923675,5.5905247,0.36272705,2.83884
GeO6SrTe_149.vasp,42.65071,39.999626,15.9994,0.9166667,0.48534063,2.0,2.8555555,0.95,28.476845,9.569168,11.030276,1.3358055,0.48945972,0.052066,1.2159259,0.1589299,0.77,3.5555556,0.8314794,2.0,4.0,1.2862041,5.0,2.0,2.0,0.0,2.0,3.3333333,0.0,0.8888889,0.31426966,1.0,0.0,0.0,0.0,2.0,0.94280905,0.0,2.0,0.0,0.0,0.0,0.0,2.6666667,1.3333334,6.0,2.0,368.09555,458.35413,1211.4,88.55556,101.0,101.0,13.63,17.36,3002.8,4.0,0.69388866,9.0,149.0,120.0,5.1492276,5.49372,14.016477,5.052851,0.19706912,2.5632248
GeOsV6_200.vasp,71.06487,45.59675,50.9415,1.33125,0.034798544,1.35,1.74875,1.63,15.092325,0.83733505,14.634,0.68455625,0.27449325,0.527662,0.7635,0.034293767,0.673,3.25,1.0897248,2.0,3.0,0.6614378,6.0,4.0,2.0,0.0,2.0,0.25,0.0,1.875,0.3307189,2.0,0.0,0.0,0.0,0.5,1.3228756,0.0,0.0,5.75,2.384848,0.0,7.0,5.25,1.0897248,8.0,4.0,2201.925,524.6749,3306.0,58.875,84.0,54.0,8.32,8.32,2192.0,3.0,0.77055174,8.0,200.0,90.0,4.774668,4.774668,13.606284,8.672904,0.12856935,2.672505
GeP2Zn_115.vasp,49.99913,19.196367,30.973763,1.15,0.15411036,1.35,2.01,1.65,18.359495,1.5821143,15.93461,0.5264726,0.69102126,-0.62,0.6875,0.14289418,0.55,4.5,3.2015622,2.0,3.0,0.5,4.0,3.0,2.0,0.0,2.0,2.0,0.0,1.25,0.4330127,2.0,0.0,0.0,0.0,2.5,1.5,0.0,3.0,0.0,0.0,0.0,0.0,4.0,1.2247449,5.0,2.0,634.67004,366.54813,1211.4,85.0,90.0,90.0,9.16,17.02,2543.0,3.0,0.61237246,4.0,115.0,90.0,3.846949,5.515971,20.407736,4.068335,0.010548611,2.378964
GePb2Se2Te_156.vasp,128.76001,58.33316,72.64,1.4250001,0.27801377,1.8,2.3116667,2.01,17.831934,2.6613686,15.032499,1.3263673,0.7380749,0.3567212,1.0558333,0.15843417,0.77,3.0,1.0,2.0,2.0,0.89752746,6.0,4.0,2.0,0.0,2.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,6.0,4.0,687.2133,246.87756,1211.4,87.666664,93.0,82.0,13.63,16.42,2135.0,4.0,0.52704626,6.0,156.0,120.0,4.3205256,10.833923,29.190285,7.324732,0.031425826,2.9949262
